分区,子分组,鹰角中文,鹰角英文,鹰角其他语言,Yostar日文,Yostar英文,空缺说明,来源
角色／干员代号,,艾丽妮,Irene,,アイリーニ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,归溟幽灵鲨,Specter the Unchained,,帰溟スペクター,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,埃拉托,Erato,,エラト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,车尔尼,Czerny,,ツェルニー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,濯尘芙蓉,Hibiscus the Purifier,,濯塵ハイビスカス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,黑键,Ebenholz,,エーベンホルツ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,星源,Astgenne,,アステジーニ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,承曦格雷伊,Greyy the Lightningbearer,,承曦グレイ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,多萝西,Dorothy,,ドロシー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,至简,Minimalist,,ミニマリスト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,晓歌,Cantabile,,カンタービレ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,鸿雪,Позёмка,,パゼオンカ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,百炼嘉维尔,Gavial the Invincible,,百錬ガヴィル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,但书,Proviso,,プロヴァイゾ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,玛恩纳,Młynar,,ムリナール,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,罗小黑,Luo Xiaohei,,羅小黒,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,海沫,Highmore,,ハイモア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,铅踝,Totter,,トター,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,达格达,Dagda,,ダグザ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,明椒,Paprika,,パプリカ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,白铁,Stainless,,ステインレス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,石英,Quartz,,クォーツ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,雪绒,Qanipalaat,,カニパラート,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,子月,Lunacub,,ルナカブ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,伺夜,Vigil,,ヴィジェル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,斥罪,Penance,,ペナンス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,缄默德克萨斯,Texas the Omertosa,,血掟テキサス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,谜图,Puzzle,,パズル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,和弦,Harmonie,,ハーモニー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,焰影苇草,Reed The Flame Shadow,,焔影リード,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,截云,Jieyun,,ジエユン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,火哨,Firewhistle,,ファイヤーホイッスル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,林,Lin,,リン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,重岳,Chongyue,,チョンユエ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,铎铃,Wind Chimes,,ウィンドチャイム,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,仇白,Qiubai,,チューバイ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,火龙S黑角,Rathalos S Noir Corne,,レウスSノイルホーン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,麒麟R夜刀,Kirin R Yato,,キリンRヤトウ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,休谟斯,Humus,,ヒューマス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,摩根,Morgan,,モーガン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,洋灰,Cement,,セメント,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,伊内丝,Ines,,イネス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,玫拉,Melanite,,メラナイト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,淬羽赫默,Silence the Paradigmatic,,淬羽サイレンス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,霍尔海雅,Ho'olheyak,,ホルハイヤ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,缪尔赛思,Muelsyse,,ミュルジス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,隐现,Insider,,インサイダー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,空构,Spuria,,スプリア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,圣约送葬人,Executor the Ex Foedere,,聖約イグゼキュター,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,寒檀,Santalla,,サンタラ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,提丰,Typhon,,ティフォン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,凛视,Valarqvin,,ヴァラルクビン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,苍苔,Bryophyta,,ブライオファイタ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,青枳,Poncirus,,ポンシラス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,琳琅诗怀雅,Swire the Elegant Wit,,琳琅スワイヤー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,纯烬艾雅法拉,Eyjafjalla the Hvít Aska,,純燼エイヤフィヤトラ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,冰酿,Coldshot,,コールドショット,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,杏仁,Almond,,アーモンド,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,涤火杰西卡,Jessica the Liberated,,滌火ジェシカ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,维荻,Verdant,,ヴァーダント,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,戴菲恩,Delphine,,デルフィーン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,刺玫,Vendela,,ヴァンデラ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,赫德雷,Hoederer,,ヘドリー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,跃跃,Caper,,ケイパー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,折光,Diamante,,ディアマンテ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,深律,Bassline,,ベースライン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,止颂,Lessing,,レッシング,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,薇薇安娜,Viviana,,ヴィヴィアナ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,塑心,Virtuosa,,ヴィルトゥオーサ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,哈洛德,Harold,,ハロルド,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,烈夏,Лето,,リェータ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,锏,Degenbrecher,,デーゲンブレヒャー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,温米,Warmy,,ウォーミー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,莱伊,Ray,,レイ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,万顷,Wanqing,,ワンチィン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,小满,Grain Buds,,グレインバッズ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,左乐,Zuo Le,,ズオ・ラウ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,黍,Shu,,シュウ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,红隼,Kestrel,,ケストレル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,导火索,Fuze,,Fuze,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,双月,Iana,,Iana,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,医生,Doc,,Doc,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,艾拉,Ela,,Ela,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,露托,Lutonada,,ルトナダ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,奥达,Odda,,オッダ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,阿罗玛,Aroma,,アロマ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,阿斯卡纶,Ascalon,,アスカロン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,历阵锐枪芬,Fang the Fire-sharpened,,歴陣鋭槍フェン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,魔王,Civilight Eterna,,シヴィライト・エテルナ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,逻各斯,Logos,,ロゴス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,维什戴尔,Wiš'adel,,ウィシャデル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,阿米娅(医疗),Amiya,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,深巡,Underflow,,アンダーフロー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,海霓,Lucilla,,ルシーラ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,乌尔比安,Ulpianus,,ウルピアヌス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,渡桥,Mitm,,ミトム,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,妮芙,Nymph,,ニンフ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,锡人,Tin Man,,ブリキ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,莎草,Papyrus,,パピルス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,衡沙,Sand Reckoner,,サンドレコナー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,娜仁图亚,Narantuya,,ナラントゥヤ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,佩佩,Pepe,,ペペ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,森西,Senshi,,センシ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,齐尔查克,Chilchuck,,チルチャック,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,莱欧斯,Laios,,ライオス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,玛露西尔,Marcille,,マルシル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,凯瑟琳,Catherine,,キャサリン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,波卜,Bobbing,,ボビング,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,维娜·维多利亚,Vina Victoria,,ヴィーナ・ヴィクトリア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,云迹,Contrail,,コントレイル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,菲莱,Philae,,フィラエ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,裁度,Figurino,,フィグリーノ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,弑君者,Crownslayer,,クラウンスレイヤー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,忍冬,Vulpisfoglia,,ウルピスフォリア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,荒芜拉普兰德,Lappland the Decadenza,,荒蕪ラップランド,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,瑰盐,Rose Salt,,ローズソルト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,特克诺,Tecno,,テクノ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,引星棘刺,Thorns the Lodestar,,引星ソーンズ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,行箸,Xingzhu,,シィンズゥ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,寻澜,Surfer,,サーファー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,烛煌,Blaze the Igniting Spark,,熾炎ブレイズ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,余,Yu,,ユー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,诺威尔,Nowell,,ノウエル,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,隐德来希,Entelechia,,エンテレケイア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,水灯心,Brigid,,ブリギッド,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,钼铅,Wulfenite,,ウルフェナイト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,死芒,Necrass,,ネクラス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,骋风,Windscoot,,ウィンドスクート,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,阿兰娜,Alanna,,アランナ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,Mon3tr,Mon3tr,,Mon3tr,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,聆音,Gracebearer,,グレースベアラー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,信仰搅拌机,Sankta Miksaparato,,サンクタ・ミキサー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,蕾缪安,Lemuen,,レミュアン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,新约能天使,Exusiai the New Covenant,,新約エクシア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,Miss.Christine,Miss.Christine,,ミス・クリスティーン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,蒂比,Tippi,,ティッピ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,酒神,Tragodia,,トラゴーディア,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,录武官,Record Keeper,,レコードキーパー,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,司霆惊蛰,Leizi the Thunderbringer,,司霆レイズ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,电弧,Raidian,,レイディアン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,松桐,Matsukiri,,マツキリ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,吉星,Kichisei,,キチセイ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,遥,Haruka,,ハルカ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,斩业星熊,Hoshiguma the Breacher,,斬業ホシグマ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,祐天寺若麦,Yūtenji Nyamu,,祐天寺にゃむ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,八幡海铃,Yahata Umiri,,八幡海鈴,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,若叶睦,Wakaba Mutsumi,,若葉睦,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,三角初华,Misumi Uika,,三角初華,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,丰川祥子,Togawa Sakiko,,豊川祥子,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,冬时,Снегyрочка,,スネグーラチカ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,折桠,Веточки,,ヴェトチキ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,真言,Mantra,,マントラ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,协律,Akkord,,アコルト,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,哈蒂娅,Hadiya,,ハディヤ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,雪猎,Snow Hunter,,スノーハンター,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,溯光星源,Astgenne the Lightchaser,,溯光アステジーニ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,圣聆初雪,Pramanix the Prerita,,聖聆プラマニクス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,凛御银灰,SilverAsh the Reignfrost,,凛御シルバーアッシュ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,天空盒,Skybox,,スカイボックス,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,响石,Cairn,,ケルン,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,娜斯提,Nasti,,ナスティ,,鹰角其他语言待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,摆渡人,Varkáris,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,撷英调香师,Perfumer the Distilled,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,缇缇,Titi,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,矩,Ju,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,风絮,Taraxacum,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,赤刃明霄陈,Ch'en the Dawnstreak,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,望,Wang,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,复奏,Ripresa,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,贝洛内,Bellone,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,伯塔尼,Ботани,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,乌啾,Укусик,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,怒潮凛冬,Zima the Raging Tide,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,裂响,Crackborne,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,维伊,Вий,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,可露希尔,Closure,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,凯尔希·思衡托,Kal'tsit·Esperanta,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,雷狼龙S空爆,Zinogre S Catapult,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,焰狐龙梓兰,Violet Mizutsune Orchid,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,佩德洛,Pedro,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,谬因,Aphrissa,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
角色／干员代号,,机械师,Mechanist,,,,鹰角其他语言待补或未出现；悠星日文待补或未出现；悠星英文待补或未出现,https://prts.wiki/w/泰拉词库
