书写/显示语言,目标国家槽位,词形,逐格依据,原填充色
Tengae · 塔拉语,维多利亚,Victoria,保留原名,FFE9DDF6
Tengae · 塔拉语,炎,Yan,保留原名,FFE9DDF6
Урсусский · 乌萨斯语,阿戈尔,Эгир,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,玻利瓦尔,Боливар,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,哥伦比亚,Колумбия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,杜林,Дурин,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,高卢,Галлия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,东,Хигаси,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,伊比利亚·西语域,Иберия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,伊比利亚·葡语域,Иберия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,卡兹戴尔,Каздел,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,卡西米尔,Казимеж,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,谢拉格,Кьераг,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,拉特兰,Латерано,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,莱塔尼亚,Лейтаньен,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,龙门,Лунмэнь,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,米诺斯,Минос,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,梦魇,Найтзмора,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,雷姆必拓,Рим Биллитон,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,萨米,Сами,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,萨尔贡,Саргон,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,汐斯塔,Сиеста,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,叙拉古,Сиракуза,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,塔拉,Тара,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,乌萨斯,Урсус,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,维多利亚,Виктория,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,炎,Янь,语言学推拟·中,FFE9DDF6
Victorian · 维多利亚语,阿戈尔,Ægir,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,玻利瓦尔,Bolívar,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,哥伦比亚,Columbia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,杜林,Durin,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,高卢,Gaul,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,东,Higashi,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,伊比利亚·西语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,伊比利亚·葡语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,卡兹戴尔,Kazdel,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,卡西米尔,Kazimierz,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,谢拉格,Kjerag,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,拉特兰,Laterano,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,莱塔尼亚,Leithanien,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,龙门,Lungmen,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,米诺斯,Minos,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,梦魇,Nightzmora,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,雷姆必拓,Rim Billiton,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,萨米,Sami,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,萨尔贡,Sargon,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,汐斯塔,Siesta,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,叙拉古,Siracusa,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,塔拉,Tara,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,乌萨斯,Ursus,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,维多利亚,Victoria,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,炎,Yan,国际服客户端词形,FFDDEEDC
炎文 · 炎语,阿戈尔,阿戈尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,玻利瓦尔,玻利瓦尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,哥伦比亚,哥伦比亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,杜林,杜林,简中客户端词形,FFD8E8F7
炎文 · 炎语,高卢,高卢,简中客户端词形,FFD8E8F7
炎文 · 炎语,东,东,简中客户端词形,FFD8E8F7
炎文 · 炎语,伊比利亚·西语域,伊比利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,伊比利亚·葡语域,伊比利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,卡兹戴尔,卡兹戴尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,卡西米尔,卡西米尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,谢拉格,谢拉格,简中客户端词形,FFD8E8F7
炎文 · 炎语,拉特兰,拉特兰,简中客户端词形,FFD8E8F7
炎文 · 炎语,莱塔尼亚,莱塔尼亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,龙门,龙门,简中客户端词形,FFD8E8F7
炎文 · 炎语,米诺斯,米诺斯,简中客户端词形,FFD8E8F7
炎文 · 炎语,梦魇,梦魇,简中客户端词形,FFD8E8F7
炎文 · 炎语,雷姆必拓,雷姆必拓,简中客户端词形,FFD8E8F7
炎文 · 炎语,萨米,萨米,简中客户端词形,FFD8E8F7
炎文 · 炎语,萨尔贡,萨尔贡,简中客户端词形,FFD8E8F7
炎文 · 炎语,汐斯塔,汐斯塔,简中客户端词形,FFD8E8F7
炎文 · 炎语,叙拉古,叙拉古,简中客户端词形,FFD8E8F7
炎文 · 炎语,塔拉,塔拉,简中客户端词形,FFD8E8F7
炎文 · 炎语,乌萨斯,乌萨斯,简中客户端词形,FFD8E8F7
炎文 · 炎语,维多利亚,维多利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,炎,炎,简中客户端词形,FFD8E8F7
