书写/显示语言,目标类别,目标槽位,词形,逐格依据,原填充色
Kreyòl Siesta · 汐斯塔克里奥尔语,国家名,炎,Yan,待人工审核：海地克里奥尔代理转写,FFF5CBCB
Siracusano · 叙拉古语,国家名,阿戈尔,Ægir,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,玻利瓦尔,Bolívar,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,哥伦比亚,Columbia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,杜林,Durin,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,高卢,Gallia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,东,Higashi,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,伊比利亚·西语域,Iberia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,伊比利亚·葡语域,Iberia,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,卡兹戴尔,Kazdel,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,卡西米尔,Kazimierz,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,谢拉格,Kjerag,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,拉特兰,Laterano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,莱塔尼亚,Leithanien,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,龙门,Lungmen,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,米诺斯,Minos,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,梦魇,Nightzmora,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,雷姆必拓,Rim Billiton,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,萨米,Sami,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,萨尔贡,Sargon,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,汐斯塔,Siesta,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,叙拉古,Siracusa,语言学推拟·中；语言名：语言学推拟·高,FFE9DDF6
Siracusano · 叙拉古语,国家名,塔拉,Tara,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,乌萨斯,Ursus,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,维多利亚,Vittoria,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,国家名,炎,Yan,语言学推拟·中,FFE9DDF6
Tengae · 塔拉语,国家名,阿戈尔,Ægir,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,玻利瓦尔,Bolívar,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,哥伦比亚,Columbia,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,杜林,Durin,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,高卢,Gaul,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,东,Higashi,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,伊比利亚·西语域,Iberia,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,伊比利亚·葡语域,Iberia,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,卡兹戴尔,Kazdel,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,卡西米尔,Kazimierz,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,谢拉格,Kjerag,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,拉特兰,Laterano,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,莱塔尼亚,Leithanien,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,龙门,Lungmen,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,米诺斯,Minos,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,梦魇,Nightzmora,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,雷姆必拓,Rim Billiton,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,萨米,Sami,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,萨尔贡,Sargon,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,汐斯塔,Siesta,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,叙拉古,Siracusa,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,塔拉,Tara,保留原名；语言名：多服直接文本,FFE9DDF6
Tengae · 塔拉语,国家名,乌萨斯,Ursus,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,维多利亚,Victoria,保留原名,FFE9DDF6
Tengae · 塔拉语,国家名,炎,Yan,保留原名,FFE9DDF6
Урсусский · 乌萨斯语,国家名,阿戈尔,Эгир,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,玻利瓦尔,Боливар,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,哥伦比亚,Колумбия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,杜林,Дурин,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,高卢,Галлия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,东,Хигаси,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,伊比利亚·西语域,Иберия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,伊比利亚·葡语域,Иберия,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,卡兹戴尔,Каздел,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,卡西米尔,Казимеж,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,谢拉格,Кьераг,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,拉特兰,Латерано,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,莱塔尼亚,Лейтаньен,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,龙门,Лунмэнь,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,米诺斯,Минос,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,梦魇,Найтзмора,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,雷姆必拓,Рим Биллитон,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,萨米,Сами,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,萨尔贡,Саргон,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,汐斯塔,Сиеста,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,叙拉古,Сиракуза,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,塔拉,Тара,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,乌萨斯,Урсус,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,维多利亚,Виктория,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,国家名,炎,Янь,语言学推拟·中,FFE9DDF6
Victorian · 维多利亚语,国家名,阿戈尔,Ægir,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,玻利瓦尔,Bolívar,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,哥伦比亚,Columbia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,杜林,Durin,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,高卢,Gaul,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,东,Higashi,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,伊比利亚·西语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,伊比利亚·葡语域,Iberia,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,卡兹戴尔,Kazdel,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,卡西米尔,Kazimierz,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,谢拉格,Kjerag,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,拉特兰,Laterano,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,莱塔尼亚,Leithanien,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,龙门,Lungmen,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,米诺斯,Minos,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,梦魇,Nightzmora,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,雷姆必拓,Rim Billiton,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,萨米,Sami,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,萨尔贡,Sargon,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,汐斯塔,Siesta,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,叙拉古,Siracusa,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,塔拉,Tara,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,乌萨斯,Ursus,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,维多利亚,Victoria,国际服客户端词形,FFDDEEDC
Victorian · 维多利亚语,国家名,炎,Yan,国际服客户端词形,FFDDEEDC
炎文 · 炎语,国家名,阿戈尔,阿戈尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,玻利瓦尔,玻利瓦尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,哥伦比亚,哥伦比亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,杜林,杜林,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,高卢,高卢,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,东,东,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,伊比利亚·西语域,伊比利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,伊比利亚·葡语域,伊比利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,卡兹戴尔,卡兹戴尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,卡西米尔,卡西米尔,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,谢拉格,谢拉格,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,拉特兰,拉特兰,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,莱塔尼亚,莱塔尼亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,龙门,龙门,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,米诺斯,米诺斯,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,梦魇,梦魇,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,雷姆必拓,雷姆必拓,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,萨米,萨米,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,萨尔贡,萨尔贡,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,汐斯塔,汐斯塔,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,叙拉古,叙拉古,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,塔拉,塔拉,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,乌萨斯,乌萨斯,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,维多利亚,维多利亚,简中客户端词形,FFD8E8F7
炎文 · 炎语,国家名,炎,炎,简中客户端词形,FFD8E8F7
Ægirian · 阿戈尔语,语言名,阿戈尔语,Ægirian,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,玻利瓦尔语,Lingua Bolívar,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,哥伦比亚语,Lingua Columbia,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,杜林语,Lingua Durin,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,高卢语,Lingua Gaul,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,东国语,Lingua Higashi,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,伊比利亚语（西语型）,Lingua Iberia,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,伊比利亚语（葡语型）,Lingua Iberia,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,卡兹戴尔语,Lingua Kazdel,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,卡西米尔语,Lingua Kazimierz,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,谢拉格语,Lingua Kjerag,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,拉特兰语,Lingua Laterano,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,莱塔尼亚语,Lingua Leithanien,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,龙门话,Lingua Lungmen,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,米诺斯语,Lingua Minos,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,梦魇语,Lingua Nightzmora,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,雷姆必拓区域语体,Lingua Rim Billiton,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,萨米诸语言,Lingua Sami,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,萨尔贡诸语言,Lingua Sargon,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,汐斯塔克里奥尔语,Lingua Siesta,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,叙拉古语,Lingua Siracusa,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,塔拉语,Lingua Tara,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,乌萨斯语,Lingua Ursus,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,维多利亚语,Lingua Victoria,待人工审核：拉丁式礼仪候选,FFF5CBCB
Ægirian · 阿戈尔语,语言名,炎语,Lingua Yan,待人工审核：拉丁式礼仪候选,FFF5CBCB
Bolivariano · 玻利瓦尔语,语言名,阿戈尔语,aegiriano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,玻利瓦尔语,multilingüe: iberiano bolivariano / victoriano / leithaniano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,哥伦比亚语,columbiano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,杜林语,duriniano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,高卢语,galo,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,东国语,higashiano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,伊比利亚语（西语型）,iberiano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,伊比利亚语（葡语型）,iberiano · 葡语型,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,卡兹戴尔语,kazdeliano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,卡西米尔语,kazimierziano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,谢拉格语,kjeraguiano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,拉特兰语,laterano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,莱塔尼亚语,leithaniano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,龙门话,lungmenés,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,米诺斯语,minoico,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,梦魇语,nightzmorano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,雷姆必拓区域语体,lengua común de Rim Billiton,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,萨米诸语言,lenguas sami,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,萨尔贡诸语言,dialectos sargonianos,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,汐斯塔克里奥尔语,criollo siestano + otras lenguas,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,叙拉古语,siracusano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,塔拉语,Tengae / tarano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,乌萨斯语,ursino,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,维多利亚语,victoriano,语言学推拟·中,FFE9DDF6
Bolivariano · 玻利瓦尔语,语言名,炎语,yanés,语言学推拟·中,FFE9DDF6
Columbian · 哥伦比亚语,语言名,阿戈尔语,Aegirian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,玻利瓦尔语,Bolivarian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,哥伦比亚语,Columbian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,杜林语,Durish,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,高卢语,Gaulish,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,东国语,Higashinese,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,伊比利亚语（西语型）,Iberian (Spanish-like),国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,伊比利亚语（葡语型）,Iberian (Portuguese-like),国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,卡兹戴尔语,Kazdelian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,卡西米尔语,Kazimierzian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,谢拉格语,Kjeragi,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,拉特兰语,Lateran,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,莱塔尼亚语,Leithanian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,龙门话,Lungmenite,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,米诺斯语,Minoan,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,梦魇语,Nightzmoran,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,雷姆必拓区域语体,Rim Billiton common language,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,萨米诸语言,Sami languages,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,萨尔贡诸语言,Sargonian languages,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,汐斯塔克里奥尔语,Siestan Creole,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,叙拉古语,Siracusan,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,塔拉语,Taran,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,乌萨斯语,Ursine,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,维多利亚语,Victorian,国际服词形/说明性限定,FFDDEEDC
Columbian · 哥伦比亚语,语言名,炎语,Yanese,国际服词形/说明性限定,FFDDEEDC
Durinera · 杜林语,语言名,阿戈尔语,Ægir hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,玻利瓦尔语,Bolívar hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,哥伦比亚语,Columbia hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,杜林语,Durinera,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,高卢语,Gaul hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,东国语,Higashi hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,伊比利亚语（西语型）,Iberia hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,伊比利亚语（葡语型）,Iberia hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,卡兹戴尔语,Kazdel hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,卡西米尔语,Kazimierz hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,谢拉格语,Kjerag hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,拉特兰语,Laterano hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,莱塔尼亚语,Leithanien hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,龙门话,Lungmen hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,米诺斯语,Minos hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,梦魇语,Nightzmora hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,雷姆必拓区域语体,Rim Billiton hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,萨米诸语言,Sami hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,萨尔贡诸语言,Sargon hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,汐斯塔克里奥尔语,Siesta hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,叙拉古语,Siracusa hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,塔拉语,Tara hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,乌萨斯语,Ursus hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,维多利亚语,Victoria hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Durinera · 杜林语,语言名,炎语,Yan hizkuntza,待人工审核：巴斯克代理仅有地名线索,FFF5CBCB
Gaulois · 高卢语,语言名,阿戈尔语,ægirien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,玻利瓦尔语,multilingue : ibérien bolivarien / victorien / leithanien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,哥伦比亚语,columbien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,杜林语,durinien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,高卢语,gaulois,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,东国语,higashien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,伊比利亚语（西语型）,ibérien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,伊比利亚语（葡语型）,ibérien · 葡语型,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,卡兹戴尔语,kazdélien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,卡西米尔语,kazimierzian,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,谢拉格语,kjeragien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,拉特兰语,latéran,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,莱塔尼亚语,leithanien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,龙门话,lungmenite,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,米诺斯语,minoen,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,梦魇语,nightzmoran,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,雷姆必拓区域语体,langue commune de Rim Billiton,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,萨米诸语言,langues sames,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,萨尔贡诸语言,dialectes sargoniens,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,汐斯塔克里奥尔语,créole siestan + autres langues,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,叙拉古语,siracusain,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,塔拉语,Tengae / taran,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,乌萨斯语,ursusien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,维多利亚语,victorien,语言学推拟·中,FFE9DDF6
Gaulois · 高卢语,语言名,炎语,yanais,语言学推拟·中,FFE9DDF6
極東語 · 东国语,语言名,阿戈尔语,エーギル語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,玻利瓦尔语,ボリバル語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,哥伦比亚语,クルビア語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,杜林语,ドゥリン語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,高卢语,ガリア語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,东国语,極東語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,伊比利亚语（西语型）,イベリア語（西語型）,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,伊比利亚语（葡语型）,イベリア語（葡語型）,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,卡兹戴尔语,カズデル語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,卡西米尔语,カジミエーシュ語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,谢拉格语,イェラグ語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,拉特兰语,ラテラーノ語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,莱塔尼亚语,リターニア語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,龙门话,龍門語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,米诺斯语,ミノス語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,梦魇语,ナイツモラ語,日服词形或日语构词；逐项待核,FFFFF1B8
極東語 · 东国语,语言名,雷姆必拓区域语体,レム・ビリトン共通語,日服词形或日语构词；逐项待核,FFFFF1B8
