书写/显示语言,目标语言槽位,词形,逐格依据,原填充色
Kreyòl Siesta · 汐斯塔克里奥尔语,米诺斯语,Lang Minos,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,梦魇语,Lang Nightzmora,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,雷姆必拓区域语体,Lang Rim Billiton,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,萨米诸语言,Lang Sami,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,萨尔贡诸语言,Lang Sargon,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,汐斯塔克里奥尔语,Kreyòl Siesta,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,叙拉古语,Lang Siracusa,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,塔拉语,Lang Tara,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,乌萨斯语,Lang Ursus,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,维多利亚语,Lang Viktorya,待人工审核：克里奥尔代理候选,FFF5CBCB
Kreyòl Siesta · 汐斯塔克里奥尔语,炎语,Lang Yan,待人工审核：克里奥尔代理候选,FFF5CBCB
Siracusano · 叙拉古语,阿戈尔语,Aegiriano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,玻利瓦尔语,plurilingue: iberiano bolivariano / vittoriano / leithaniano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,哥伦比亚语,Columbiano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,杜林语,Duriniano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,高卢语,Gallico,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,东国语,Higashiano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,伊比利亚语（西语型）,Iberiano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,伊比利亚语（葡语型）,Iberiano · 葡语型,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,卡兹戴尔语,Kazdeliano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,卡西米尔语,Kazimierziano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,谢拉格语,Kjeraghese,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,拉特兰语,Lateranense,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,莱塔尼亚语,Leithaniano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,龙门话,Lungmenese,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,米诺斯语,Minoico,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,梦魇语,Nightzmoriano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,雷姆必拓区域语体,lingua comune di Rim Billiton,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,萨米诸语言,lingue sami,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,萨尔贡诸语言,dialetti sargoniani,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,汐斯塔克里奥尔语,creolo siestano + altre lingue,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,叙拉古语,Siracusano,语言学推拟·中；语言名：语言学推拟·高,FFE9DDF6
Siracusano · 叙拉古语,塔拉语,Tengae / tarano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,乌萨斯语,Ursino,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,维多利亚语,Vittoriano,语言学推拟·中,FFE9DDF6
Siracusano · 叙拉古语,炎语,Yanese,语言学推拟·中,FFE9DDF6
Tengae · 塔拉语,阿戈尔语,teanga Ægir,保留原名,FFF5CBCB
Tengae · 塔拉语,玻利瓦尔语,teanga Bolívar,保留原名,FFF5CBCB
Tengae · 塔拉语,哥伦比亚语,teanga Columbia,保留原名,FFF5CBCB
Tengae · 塔拉语,杜林语,teanga Durin,保留原名,FFF5CBCB
Tengae · 塔拉语,高卢语,teanga Gaul,保留原名,FFF5CBCB
Tengae · 塔拉语,东国语,teanga Higashi,保留原名,FFF5CBCB
Tengae · 塔拉语,伊比利亚语（西语型）,teanga Iberia,保留原名,FFF5CBCB
Tengae · 塔拉语,伊比利亚语（葡语型）,teanga Iberia · 葡语型,保留原名,FFF5CBCB
Tengae · 塔拉语,卡兹戴尔语,teanga Kazdel,保留原名,FFF5CBCB
Tengae · 塔拉语,卡西米尔语,teanga Kazimierz,保留原名,FFF5CBCB
Tengae · 塔拉语,谢拉格语,teanga Kjerag,保留原名,FFF5CBCB
Tengae · 塔拉语,拉特兰语,teanga Laterano,保留原名,FFF5CBCB
Tengae · 塔拉语,莱塔尼亚语,teanga Leithanien,保留原名,FFF5CBCB
Tengae · 塔拉语,龙门话,teanga Lungmen,保留原名,FFF5CBCB
Tengae · 塔拉语,米诺斯语,teanga Minos,保留原名,FFF5CBCB
Tengae · 塔拉语,梦魇语,teanga Nightzmora,保留原名,FFF5CBCB
Tengae · 塔拉语,雷姆必拓区域语体,teanga Rim Billiton,保留原名,FFF5CBCB
Tengae · 塔拉语,萨米诸语言,teanga Sami,保留原名,FFF5CBCB
Tengae · 塔拉语,萨尔贡诸语言,teanga Sargon,保留原名,FFF5CBCB
Tengae · 塔拉语,汐斯塔克里奥尔语,teanga Siesta,保留原名,FFF5CBCB
Tengae · 塔拉语,叙拉古语,teanga Siracusa,保留原名,FFF5CBCB
Tengae · 塔拉语,塔拉语,Tengae,保留原名；语言名：多服直接文本,FFF5CBCB
Tengae · 塔拉语,乌萨斯语,teanga Ursus,保留原名,FFF5CBCB
Tengae · 塔拉语,维多利亚语,teanga Victoria,保留原名,FFF5CBCB
Tengae · 塔拉语,炎语,teanga Yan,保留原名,FFF5CBCB
Урсусский · 乌萨斯语,阿戈尔语,эгирский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,玻利瓦尔语,многоязычие: боливарский иберийский / викторианский / лейтанский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,哥伦比亚语,колумбийский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,杜林语,дуринский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,高卢语,галльский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,东国语,хигасийский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,伊比利亚语（西语型）,иберийский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,伊比利亚语（葡语型）,иберийский · 葡语型,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,卡兹戴尔语,каздельский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,卡西米尔语,казимежский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,谢拉格语,кьерагский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,拉特兰语,латеранский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,莱塔尼亚语,лейтанский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,龙门话,лунмэньский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,米诺斯语,миноский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,梦魇语,найтзморанский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,雷姆必拓区域语体,общий язык Рим Биллитон,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,萨米诸语言,языки сами,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,萨尔贡诸语言,саргонские диалекты,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,汐斯塔克里奥尔语,сиестанский креольский + другие,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,叙拉古语,сиракузанский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,塔拉语,Tengae / таранский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,乌萨斯语,урсусский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,维多利亚语,викторианский,语言学推拟·中,FFE9DDF6
Урсусский · 乌萨斯语,炎语,яньский,语言学推拟·中,FFE9DDF6
Victorian · 维多利亚语,阿戈尔语,Aegirian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,玻利瓦尔语,Bolivarian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,哥伦比亚语,Columbian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,杜林语,Durish,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,高卢语,Gaulish,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,东国语,Higashinese,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,伊比利亚语（西语型）,Iberian (Spanish-like),国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,伊比利亚语（葡语型）,Iberian (Portuguese-like),国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,卡兹戴尔语,Kazdelian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,卡西米尔语,Kazimierzian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,谢拉格语,Kjeragi,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,拉特兰语,Lateran,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,莱塔尼亚语,Leithanian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,龙门话,Lungmenite,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,米诺斯语,Minoan,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,梦魇语,Nightzmoran,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,雷姆必拓区域语体,Rim Billiton common language,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,萨米诸语言,Sami languages,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,萨尔贡诸语言,Sargonian languages,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,汐斯塔克里奥尔语,Siestan Creole,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,叙拉古语,Siracusan,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,塔拉语,Taran,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,乌萨斯语,Ursine,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,维多利亚语,Victorian,国际服词形/说明性限定,FFDDEEDC
Victorian · 维多利亚语,炎语,Yanese,国际服词形/说明性限定,FFDDEEDC
炎文 · 炎语,阿戈尔语,阿戈尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,玻利瓦尔语,玻利瓦尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,哥伦比亚语,哥伦比亚语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,杜林语,杜林语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,高卢语,高卢语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,东国语,东国语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,伊比利亚语（西语型）,伊比利亚语（西语型）,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,伊比利亚语（葡语型）,伊比利亚语（葡语型）,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,卡兹戴尔语,卡兹戴尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,卡西米尔语,卡西米尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,谢拉格语,谢拉格语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,拉特兰语,拉特兰语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,莱塔尼亚语,莱塔尼亚语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,龙门话,龙门话,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,米诺斯语,米诺斯语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,梦魇语,梦魇语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,雷姆必拓区域语体,雷姆必拓区域语体,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,萨米诸语言,萨米诸语言,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,萨尔贡诸语言,萨尔贡诸语言,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,汐斯塔克里奥尔语,汐斯塔克里奥尔语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,叙拉古语,叙拉古语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,塔拉语,塔拉语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,乌萨斯语,乌萨斯语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,维多利亚语,维多利亚语,简中常用/编辑归纳；逐项待核,FFF9E0C7
炎文 · 炎语,炎语,炎语,简中常用/编辑归纳；逐项待核,FFF9E0C7
